                  上证指数 (000001)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	 
 2008/09/19	2049.809	2075.089	1802.329	2075.089	        2545865	   2231.950	   2533.567	   3269.757	   2989.450	           	      0.000	2545865.000	2394124.750	2632620.750	   -464.825	   -439.915	    -49.819	     11.821	     11.125	
 2008/09/26	2241.719	2333.279	2116.959	2293.779	        5657214	   2209.675	   2498.596	   3210.140	   2997.622	           	      0.000	5657214.000	2904409.500	2866003.250	   -446.418	   -441.216	    -10.404	     20.543	     13.757	
 2008/10/10	2267.389	2267.389	1963.179	2000.569	        3124457	   2130.300	   2447.106	   3133.695	   3003.772	           	      0.000	3124457.000	3086604.750	2815424.000	   -450.298	   -443.032	    -14.532	     22.589	     18.318	
 2008/10/17	1978.559	2146.729	1901.499	1930.649	        3030507	   2075.950	   2375.875	   3058.209	   3009.580	           	      0.000	3030507.000	3274585.500	2827545.500	   -453.785	   -445.183	    -17.204	     21.468	     21.534	
 2008/10/24	1924.179	1996.659	1825.529	1839.619	        2759152	   2027.925	   2303.664	   2983.776	   3014.622	           	      0.000	2759152.000	3423436.750	2870016.000	   -458.607	   -447.868	    -21.478	     17.113	     20.391	
 2008/10/31	1809.219	1809.219	1664.929	1728.789	        3067075	   1958.700	   2216.260	   2906.728	   3018.799	           	      0.000	3067075.000	3527680.000	2960902.500	   -465.999	   -451.494	    -29.011	     13.796	     17.460	
 2008/11/07	1713.759	1788.259	1678.959	1747.709	        2614348	   1849.450	   2135.173	   2831.643	   3022.984	           	      0.000	2614348.000	2919104.000	2911756.750	   -464.971	   -454.189	    -21.564	     12.409	     14.439	
 2008/11/14	1782.309	1987.259	1782.309	1986.439	        5710558	   1846.650	   2087.539	   2773.522	   3028.717	           	      0.000	5710558.000	3436326.500	3261465.500	   -439.823	   -451.316	     22.986	     20.987	     15.730	
 2008/11/21	1981.259	2050.879	1883.829	1969.389	        7592438	   1854.400	   2050.519	   2719.779	   3033.994	           	      0.000	7592438.000	4348710.500	3811648.000	   -416.468	   -444.347	     55.757	     29.273	     20.889	
 2008/11/28	1961.209	2022.479	1856.289	1871.159	        4748011	   1860.700	   2009.433	   2669.515	   3038.506	           	      0.000	4748011.000	4746483.000	4084960.000	   -401.260	   -435.729	     68.938	     31.740	     27.333	
 2008/12/05	1865.739	2055.208	1838.099	2018.659	        6852596	   1918.675	   1980.308	   2627.529	   3043.807	           	      0.000	6852596.000	5503590.500	4515635.000	   -373.006	   -423.185	    100.358	     39.101	     33.371	
 2008/12/12	2049.159	2100.809	1932.269	1954.209	        7525593	   1959.975	   1961.212	   2582.272	   3048.642	           	      0.000	7525593.000	6485837.000	4702470.500	   -351.760	   -408.900	    114.280	     46.176	     39.005	
 2008/12/19	1977.029	2038.659	1907.829	2018.459	        5064831	   1966.375	   1956.500	   2550.618	   3053.751	           	      0.000	5064831.000	6356697.500	4896512.000	   -325.980	   -392.316	    132.672	     56.678	     47.319	
 2008/12/26	2016.449	2016.449	1832.349	1851.519	        4212736	   1942.800	   1939.308	   2500.434	   3057.807	           	      0.000	4212736.000	5680755.000	5014733.000	   -315.384	   -376.929	    123.090	     55.836	     52.897	
 2008/12/31	1846.299	1862.939	1814.749	1820.809	        1858188	   1932.750	   1902.923	   2445.371	   3061.447	           	      0.000	1858188.000	5102784.000	4924633.500	   -305.939	   -362.731	    113.585	     50.073	     54.195	
 2009/01/09	1849.019	1948.229	1844.089	1904.859	        4573011	   1909.975	   1895.567	   2395.118	   3065.694	           	      0.000	4573011.000	4646873.500	5075232.000	   -288.347	   -347.854	    119.015	     45.733	     50.547	
 2009/01/16	1897.699	1984.729	1861.809	1954.439	        5422992	   1910.025	   1897.394	   2346.004	   3070.615	           	      0.000	5422992.000	4226355.000	5356096.000	   -267.323	   -331.748	    128.850	     45.423	     47.076	
 2009/01/23	1970.999	2018.509	1956.099	1990.659	        4979975	   1904.450	   1909.010	   2302.401	   3075.623	           	      0.000	4979975.000	4209382.500	5283040.000	   -244.915	   -314.382	    138.932	     49.363	     46.840	
 2009/02/06	2008.129	2185.089	1987.129	2181.239	        7566032	   1970.400	   1943.808	   2265.573	   3081.780	           	      0.000	7566032.000	4880038.500	5280397.000	   -209.366	   -293.378	    168.025	     62.748	     52.510	
 2009/02/13	2211.319	2323.119	2191.889	2320.789	       10298292	   2070.400	   1987.904	   2235.904	   3088.881	           	      0.000	10298292.000	6568064.000	5835424.000	   -167.995	   -268.302	    200.613	     75.292	     62.467	
 2009/02/20	2338.759	2402.809	2190.469	2261.479	        9231027	   2141.700	   2009.048	   2218.037	   3095.259	           	      0.000	9231027.000	7499661.000	6073267.000	   -138.399	   -242.321	    207.844	     78.597	     72.212	
 2009/02/27	2249.289	2313.589	2064.919	2082.849	        8547075	   2167.400	   2017.779	   2196.015	   3100.282	           	      0.000	8547075.000	8124480.000	6175417.500	   -127.884	   -219.434	    183.099	     71.172	     75.021	
 2009/03/06	2066.229	2241.759	2037.019	2193.009	        7216782	   2207.875	   2042.538	   2179.677	   3105.672	           	      0.000	7216782.000	8571840.000	6390611.000	   -109.401	   -197.427	    176.053	     67.603	     72.457	
 2009/03/13	2205.749	2232.669	2086.019	2128.849	        5374277	   2197.400	   2051.010	   2163.765	   3110.455	           	      0.000	5374277.000	8133491.000	6506765.000	    -98.791	   -177.700	    157.818	     62.552	     67.109	
 2009/03/20	2122.409	2294.119	2108.609	2281.089	        7119304	   2189.450	   2076.164	   2146.838	   3115.165	           	      0.000	7119303.500	7497689.500	7032877.000	    -77.208	   -157.602	    160.787	     65.026	     65.060	
 2009/03/27	2286.249	2392.769	2274.899	2374.439	        8821495	   2212.050	   2103.539	   2134.956	   3120.129	           	      0.000	8821495.000	7415782.500	7457721.500	    -51.972	   -136.476	    169.008	     72.801	     66.793	
 2009/04/03	2377.959	2456.809	2299.159	2419.779	        8945814	   2279.450	   2147.260	   2121.860	   3125.727	           	      0.000	8945814.000	7495539.000	7810009.500	    -27.990	   -114.779	    173.576	     79.573	     72.466	
 2009/04/10	2422.099	2449.539	2331.879	2444.229	        5962567	   2329.675	   2195.202	   2111.342	   3131.106	           	      0.000	5962567.000	7244697.500	7908269.000	     -6.932	    -93.209	    172.554	     85.624	     79.333	
 2009/04/17	2468.079	2549.309	2464.059	2503.939	        9630074	   2404.700	   2241.289	   2108.349	   3137.722	           	      0.000	9630074.000	8095859.000	8114675.000	     14.408	    -71.686	    172.188	     88.516	     84.572	
 2009/04/24	2500.169	2579.219	2422.789	2448.589	        8237427	   2438.200	   2279.308	   2108.291	   3143.792	           	      0.000	8237427.000	8319475.000	7908582.500	     26.549	    -52.039	    157.175	     86.087	     86.742	
 2009/04/30	2443.439	2491.069	2372.339	2477.569	        5132733	   2458.825	   2316.760	   2110.416	   3149.846	           	      0.000	5132733.000	7581721.500	7498752.000	     38.070	    -34.017	    144.174	     84.271	     86.292	
 2009/05/08	2486.689	2634.059	2486.229	2625.649	        8885118	   2499.975	   2350.942	   2117.129	   3156.468	           	      0.000	8885118.000	7569574.500	7532557.000	     58.475	    -15.519	    147.987	     87.366	     85.908	
 2009/05/15	2646.289	2670.209	2558.959	2645.259	        7471141	   2540.200	   2375.894	   2130.154	   3162.822	           	      0.000	7471141.000	7871296.000	7557997.000	     75.359	      2.657	    145.405	     90.187	     87.275	
 2009/05/22	2632.569	2688.109	2578.589	2597.599	        7033639	   2558.925	   2401.760	   2145.386	   3169.297	           	      0.000	7033639.000	7352000.000	7723929.500	     83.927	     18.911	    130.033	     87.870	     88.474	
 2009/05/27	2555.339	2635.309	2538.619	2632.929	        3606099	   2595.800	   2444.077	   2161.798	   3176.017	           	      0.000	3606099.000	6425753.500	7372614.500	     92.502	     33.629	    117.746	     86.776	     88.279	
 2009/06/05	2668.399	2791.649	2668.399	2753.889	        8523812	   2651.075	   2487.221	   2175.327	   3183.599	           	      0.000	8523812.000	7103961.500	7342841.500	    107.816	     48.467	    118.698	     87.756	     87.467	
 2009/06/12	2753.339	2828.739	2721.849	2743.759	        7372086	   2674.700	   2534.519	   2197.188	   3191.749	           	      0.000	7372086.000	6801357.000	7185465.500	    117.776	     62.329	    110.896	     86.407	     86.979	
 2009/06/19	2743.029	2886.499	2727.739	2880.489	        6814501	   2721.750	   2580.625	   2225.125	   3200.600	           	      0.000	6814501.000	6670029.000	7270662.500	    135.146	     76.892	    116.507	     89.176	     87.779	
 2009/06/26	2900.569	2946.899	2841.899	2928.209	        7242973	   2787.875	   2623.231	   2257.143	   3209.838	           	      0.000	7242973.000	6711897.500	7031949.000	    151.020	     91.718	    118.605	     91.761	     89.115	
 2009/07/03	2930.309	3088.859	2918.389	3088.369	        7733823	   2878.925	   2674.644	   2297.125	   3220.013	           	      0.000	7733822.500	7537433.500	6981593.500	    174.513	    108.277	    132.473	     94.446	     91.794	
 2009/07/10	3091.479	3140.039	3011.209	3113.929	        9269114	   2950.950	   2726.173	   2337.313	   3230.272	           	      0.000	9269114.000	7686502.500	7395232.000	    192.970	    125.215	    135.509	     95.421	     93.876	
 2009/07/17	3098.959	3221.069	3076.299	3189.739	        9328499	   3040.150	   2778.923	   2372.702	   3240.840	           	      0.000	9328499.000	8077785.500	7439571.000	    211.278	    142.428	    137.701	     95.662	     95.176	
 2009/07/24	3203.889	3398.049	3192.899	3372.599	       10054621	   3138.575	   2850.000	   2413.974	   3252.310	           	      0.000	10054621.000	8725798.000	7697913.500	    237.802	    161.503	    152.599	     96.066	     95.716	
 2009/07/31	3377.719	3454.019	3174.209	3412.059	       11760932	   3235.325	   2921.885	   2459.294	   3264.022	           	      0.000	11760932.000	9629402.000	8170649.500	    259.021	    181.006	    156.028	     95.815	     95.848	
 2009/08/07	3429.689	3478.009	3244.099	3260.689	       10434871	   3269.825	   2970.740	   2495.823	   3274.497	           	      0.000	10434871.000	10169600.000	8853517.000	    260.618	    196.929	    127.378	     89.614	     93.832	
 2009/08/14	3287.759	3307.889	3039.299	3046.969	        7174353	   3256.400	   3001.635	   2527.963	   3283.262	           	      0.000	7174353.500	9750656.000	8718579.000	    241.850	    205.913	     71.874	     76.297	     87.242	
 2009/08/21	2994.869	3020.259	2761.399	2960.769	        7210960	   3210.625	   3029.577	   2555.680	   3291.391	           	      0.000	7210960.000	9327155.000	8702470.000	    217.514	    208.233	     18.562	     60.849	     75.587	
 2009/08/28	2982.189	3004.899	2823.639	2860.689	        7549120	   3108.225	   3047.086	   2585.360	   3298.706	           	      0.000	7549120.000	8826048.000	8775923.000	    187.985	    204.183	    -32.398	     45.239	     60.796	
 2009/09/04	2817.629	2875.979	2639.759	2861.609	        6592742	   2998.150	   3055.375	   2615.971	   3305.618	           	      0.000	6592742.000	7792409.500	8710906.000	    162.780	    195.903	    -66.245	     36.643	     47.577	
 2009/09/11	2877.619	2999.329	2831.849	2989.789	        7069599	   2943.950	   3074.298	   2647.879	   3313.301	           	      0.000	7069598.500	7119360.000	8644480.000	    151.403	    187.003	    -71.199	     35.772	     39.217	
 2009/09/18	2990.928	3068.029	2940.828	2962.668	        8468421	   2927.125	   3080.625	   2677.537	   3320.183	           	      0.000	8468421.000	7378176.000	8564416.000	    138.601	    177.322	    -77.443	     36.242	     36.219	
 2009/09/25	2937.928	2982.898	2783.108	2838.838	        6314514	   2902.700	   3073.740	   2702.482	   3325.655	           	      0.000	6314514.000	7198873.500	8263014.500	    117.113	    165.281	    -96.335	     33.237	     35.085	
 2009/09/30	2844.368	2857.948	2712.298	2779.428	        2433187	   2886.475	   3049.990	   2720.077	   3330.359	           	      0.000	2433187.000	6175693.000	7500870.500	     94.204	    151.065	   -113.723	     28.341	     32.607	
 2009/10/09	2840.128	2912.548	2834.618	2911.719	         970672	   2896.500	   3034.433	   2737.456	   3336.040	           	      0.000	 970672.000	5051264.000	6421837.000	     85.734	    137.999	   -104.529	     30.208	     30.595	
 2009/10/16	2927.019	3014.259	2886.958	2976.629	        5571137	   2893.875	   3018.039	   2758.493	   3340.921	           	      0.000	5571137.500	4751590.500	5935475.000	     83.300	    127.059	    -87.518	     42.788	     33.779	
 2009/10/23	2974.639	3123.459	2962.309	3107.849	        7156216	   2922.875	   2997.664	   2788.636	   3346.227	           	      0.000	7156216.500	4489139.000	5933657.500	     90.911	    119.830	    -57.837	     59.429	     44.142	
 2009/10/30	3114.289	3123.359	2952.009	2995.849	        6367881	   2954.300	   2965.654	   2812.250	   3348.452	           	      0.000	6367881.000	4499814.500	5849344.000	     86.904	    113.244	    -52.682	     67.136	     56.452	
 2009/11/06	2933.819	3183.569	2923.519	3164.039	        8216307	   3031.225	   2958.221	   2842.698	   3352.082	           	      0.000	8216307.000	5656448.000	5916070.500	     96.190	    109.834	    -27.287	     76.243	     67.603	
 2009/11/13	3162.149	3211.099	3127.499	3187.649	        7585928	   3086.400	   2969.048	   2869.360	   3355.690	           	      0.000	7585927.500	6979507.000	6015385.500	    104.253	    108.718	     -8.928	     83.284	     75.555	
 2009/11/20	3206.429	3332.529	3206.429	3308.349	        9467013	   3152.750	   2995.779	   2896.831	   3358.997	           	      0.000	9467013.000	7758669.000	6255129.500	    119.011	    110.776	     16.470	     88.248	     82.591	
 2009/11/27	3312.969	3361.389	3080.889	3096.259	       10708372	   3150.450	   3013.904	   2916.724	   3360.480	           	      0.000	10708372.000	8469094.000	6479117.000	    112.298	    111.081	      2.435	     82.216	     84.582	
 2009/12/04	3114.289	3319.129	3114.289	3317.039	        9424824	   3214.675	   3048.933	   2942.397	   3364.951	           	      0.000	9424824.000	9080499.000	6790157.000	    123.371	    113.539	     19.665	     83.049	     84.504	
 2009/12/11	3313.059	3334.009	3225.559	3247.319	        6489122	   3231.300	   3068.740	   2964.257	   3368.541	           	      0.000	6489122.000	8735053.000	7195750.500	    125.079	    115.847	     18.465	     81.484	     82.250	
 2009/12/18	3246.949	3315.029	3108.029	3113.889	        6051017	   3216.575	   3080.375	   2983.827	   3369.343	           	      0.000	6051017.000	8428058.000	7703782.500	    114.348	    115.547	     -2.398	     71.591	     78.708	
 2009/12/25	3108.069	3156.529	3039.859	3141.349	        4847622	   3183.150	   3103.644	   3003.349	   3371.494	           	      0.000	4847622.000	7504179.000	7631424.000	    106.828	    113.803	    -13.951	     63.657	     72.243	
 2009/12/31	3148.859	3282.209	3148.859	3277.139	        5019594	   3219.350	   3141.933	   3022.515	   3373.850	           	      0.000	5019594.000	6366438.500	7417766.500	    110.551	    113.153	     -5.204	     65.949	     67.065	
 2010/01/08	3289.749	3295.869	3149.019	3195.999	        6596836	   3195.150	   3163.798	   3038.713	   3375.694	           	      0.000	6596836.000	5800832.000	7440665.500	    105.735	    111.669	    -11.868	     62.175	     63.927	
 2010/01/15	3301.609	3306.749	3165.489	3224.149	        7892445	   3190.525	   3182.836	   3057.140	   3376.735	           	      0.000	7892445.000	6081510.500	7408281.500	    103.002	    109.936	    -13.867	     60.017	     62.714	
 2010/01/22	3213.639	3268.809	3062.629	3128.589	        7522758	   3193.425	   3184.433	   3071.713	   3376.349	           	      0.000	7522758.000	6375859.000	7401958.500	     92.065	    106.362	    -28.594	     51.372	     57.855	
 2010/01/29	3103.319	3136.999	2963.889	2989.289	        4730770	   3163.050	   3183.933	   3078.640	   3374.029	           	      0.000	4730770.000	6352486.500	6928333.000	     71.334	     99.356	    -56.044	     38.084	     49.824	
 2010/02/05	2981.369	3015.129	2890.019	2939.399	        5324924	   3095.475	   3166.644	   3084.393	   3370.008	           	      0.000	5324924.000	6413542.500	6389990.500	     50.299	     89.545	    -78.491	     28.021	     39.159	
 2010/02/12	2936.449	3018.859	2922.189	3018.129	        3230252	   3059.900	   3153.606	   3088.441	   3366.077	           	      0.000	3230252.250	5740237.000	5770534.500	     39.526	     79.541	    -80.030	     26.036	     30.714	
 2010/02/26	3016.699	3067.519	2938.749	3051.939	        5039754	   3025.475	   3133.885	   3092.081	   3361.161	           	      0.000	5039754.000	5169689.500	5625600.000	     33.332	     70.299	    -73.934	     28.744	     27.600	
 2010/03/05	3057.009	3102.399	3011.089	3031.059	        5927623	   3005.975	   3128.865	   3090.397	   3355.535	           	      0.000	5927623.000	4850662.500	5613261.000	     26.434	     61.526	    -70.184	     30.696	     28.493	
 2010/03/12	3036.419	3085.989	3011.969	3013.409	        4414611	   3010.775	   3105.510	   3087.438	   3348.532	           	      0.000	4414611.000	4787430.500	5569958.500	     19.320	     53.085	    -67.529	     30.913	     30.117	
 2010/03/19	3010.719	3069.659	2963.439	3067.749	        4352292	   3036.450	   3091.702	   3083.849	   3341.849	           	      0.000	4352292.000	4592921.500	5503232.000	     17.861	     46.040	    -56.358	     33.901	     31.837	
 2010/03/26	3069.659	3083.339	3009.909	3059.719	        5068262	   3044.775	   3087.529	   3074.647	   3334.070	           	      0.000	5068262.000	4960486.500	5350361.500	     15.874	     40.007	    -48.266	     37.373	     34.061	
 2010/04/02	3076.049	3159.599	3071.689	3157.959	        6501908	   3065.975	   3088.817	   3067.177	   3328.218	           	      0.000	6501908.000	5252941.000	5211315.000	     21.973	     36.400	    -28.854	     53.745	     41.673	
 2010/04/09	3170.609	3177.969	3110.259	3145.349	        4874372	   3088.850	   3078.673	   3063.783	   3322.886	           	      0.000	4874372.000	5042304.000	4946483.000	     25.496	     34.219	    -17.448	     66.570	     52.563	
 2010/04/16	3151.889	3181.659	3101.479	3130.299	        6356524	   3112.225	   3073.615	   3066.235	   3315.924	           	      0.000	6356524.000	5430681.500	5109056.000	     26.764	     32.728	    -11.929	     73.185	     64.500	
 2010/04/23	3096.779	3096.779	2941.349	2983.539	        6570642	   3095.375	   3055.106	   3066.901	   3308.229	           	      0.000	6570642.000	5874329.500	5233625.500	     15.745	     29.332	    -27.173	     61.152	     66.969	
 2010/04/30	2988.079	2996.829	2820.949	2870.609	        5275887	   3057.550	   3035.269	   3067.195	   3301.632	           	      0.000	5275887.000	5915878.500	5438182.500	     -2.075	     23.050	    -50.251	     46.298	     60.212	
 2010/05/07	2821.349	2862.549	2665.809	2688.379	        4170062	   2963.625	   3012.115	   3062.099	   3294.042	           	      0.000	4170062.000	5449497.500	5351219.000	    -30.551	     12.330	    -85.762	     32.104	     46.518	
 2010/05/14	2690.859	2751.069	2604.199	2696.629	        5141721	   2873.875	   2993.442	   3053.478	   3285.585	           	      0.000	5141721.000	5502950.500	5272627.000	    -51.854	     -0.507	   -102.695	     24.531	     34.311	
 2010/05/21	2663.879	2663.879	2481.969	2583.519	        4821976	   2764.525	   2960.010	   3042.323	   3275.339	           	      0.000	4821976.000	5196057.500	5313369.500	    -76.978	    -15.801	   -122.353	     20.133	     25.589	
 2010/05/28	2596.319	2686.539	2583.549	2655.769	        5390953	   2699.000	   2929.539	   3036.945	   3263.607	           	      0.000	5390953.000	4960128.000	5417229.000	    -90.020	    -30.645	   -118.750	     20.210	     21.625	
 2010/06/04	2647.869	2665.389	2521.059	2553.589	        4207902	   2635.575	   2892.808	   3030.298	   3249.667	           	      0.000	4207902.000	4746521.500	5331200.000	   -107.363	    -45.988	   -122.750	     17.736	     19.361	
 2010/06/11	2508.329	2590.979	2491.649	2569.939	        4333084	   2611.900	   2858.702	   3020.246	   3234.533	           	      0.000	4333084.000	4779110.500	5114304.000	   -118.424	    -60.476	   -115.897	     15.827	     17.924	
 2010/06/18	2588.969	2595.509	2505.329	2513.219	        1469220	   2575.225	   2816.048	   3006.618	   3219.649	           	      0.000	1469220.000	4044646.500	4773798.500	   -130.264	    -74.433	   -111.662	     12.663	     15.409	
 2010/06/25	2517.289	2598.349	2504.309	2552.819	        3626464	   2569.075	   2777.048	   2990.294	   3201.906	           	      0.000	3626464.000	3805516.750	4500787.000	   -134.898	    -86.526	    -96.743	     12.147	     13.546	
 2010/07/02	2550.649	2561.490	2319.740	2382.899	        3576312	   2514.475	   2717.423	   2972.265	   3182.213	           	      0.000	3576312.000	3442585.500	4201357.000	   -150.546	    -99.330	   -102.431	     11.890	     12.233	
 2010/07/09	2358.760	2485.600	2335.570	2470.919	        3769199	   2497.975	   2665.548	   2951.879	   3162.725	           	      0.000	3769199.000	3354854.500	4050688.000	   -154.068	   -110.278	    -87.581	     17.616	     13.884	
 2010/07/16	2468.540	2501.020	2389.070	2424.270	        4535073	   2468.825	   2611.240	   2929.427	   3142.670	           	      0.000	4535073.000	3395251.250	4087180.750	   -158.794	   -119.981	    -77.625	     21.768	     17.091	
 2010/07/23	2399.580	2579.520	2392.270	2572.030	        6065022	   2480.575	   2579.586	   2907.768	   3122.651	           	      0.000	6065022.000	4314393.500	4179520.000	   -148.899	   -125.765	    -46.269	     34.559	     24.648	
 2010/07/30	2576.370	2656.410	2556.470	2637.500	        6134031	   2497.525	   2561.654	   2894.276	   3102.410	           	      0.000	6134030.500	4815923.000	4310720.000	   -134.228	   -127.457	    -13.541	     52.100	     36.142	
 2010/08/06	2635.810	2681.790	2589.990	2658.390	        6741073	   2552.625	   2559.346	   2874.904	   3079.876	           	      0.000	6741073.500	5448883.000	4445734.500	   -119.537	   -125.873	     12.673	     66.844	     51.167	
 2010/08/13	2656.360	2676.090	2564.840	2606.700	        5848653	   2579.775	   2552.433	   2856.066	   3057.575	           	      0.000	5848653.000	5864781.000	4609817.500	   -110.788	   -122.856	     24.136	     73.634	     64.193	
 2010/08/20	2603.790	2701.930	2596.770	2642.310	        6999269	   2623.375	   2556.952	   2842.191	   3037.108	           	      0.000	6999269.000	6357606.500	4876429.000	    -99.830	   -118.251	     36.842	     78.023	     72.835	
 2010/08/27	2637.820	2667.170	2588.640	2610.740	        5104599	   2631.125	   2553.481	   2826.588	   3015.114	           	      0.000	5104599.000	6165529.500	5239961.500	    -92.625	   -113.126	     41.001	     78.650	     76.770	
 2010/09/03	2622.270	2662.880	2604.490	2655.390	        6636903	   2634.700	   2561.317	   2808.298	   2996.641	           	      0.000	6636903.000	6266112.000	5541017.500	    -82.364	   -106.973	     49.219	     80.968	     79.214	
 2010/09/10	2667.200	2704.930	2628.830	2663.210	        6749586	   2635.675	   2568.490	   2792.629	   2978.217	           	      0.000	6749586.000	6267801.500	5858342.500	    -72.761	   -100.131	     54.739	     83.004	     80.874	
 2010/09/17	2665.660	2703.780	2583.340	2598.690	        6181587	   2634.050	   2575.058	   2774.232	   2961.318	           	      0.000	6181587.000	6334387.000	6099584.000	    -69.556	    -94.016	     48.920	     79.267	     81.079	
 2010/09/21	2601.480	2607.350	2573.630	2591.550	        1514452	   2623.925	   2578.048	   2758.441	   2945.483	           	      0.000	1514452.000	5237427.000	5797517.000	    -66.821	    -88.577	     43.512	     64.423	     75.565	
 2010/09/30	2600.540	2656.000	2597.140	2655.660	        3855463	   2632.900	   2599.029	   2748.625	   2928.565	           	      0.000	3855463.000	4987597.000	5576563.000	    -58.803	    -82.622	     47.638	     60.814	     68.168	
 2010/10/08	2681.250	2747.800	2677.990	2738.740	        1548427	   2649.575	   2619.625	   2742.724	   2912.807	           	      0.000	1548427.000	3969894.500	5118003.000	    -45.224	    -75.143	     59.838	     68.470	     64.569	
 2010/10/15	2755.030	2971.160	2755.030	2971.160	       11449699	   2711.150	   2661.692	   2741.342	   2898.011	           	      0.000	11449699.000	4909926.500	5588864.000	    -15.528	    -63.220	     95.383	     78.267	     69.184	
 2010/10/22	2985.460	3041.150	2931.910	2975.040	       11113701	   2786.450	   2692.702	   2739.081	   2882.133	           	      0.000	11113701.000	5896345.500	6115366.500	      8.224	    -48.931	    114.309	     82.614	     76.451	
 2010/10/29	2979.710	3073.380	2955.480	2978.830	        9672133	   2863.875	   2718.952	   2737.544	   2865.586	           	      0.000	9672133.000	7527885.000	6382656.000	     27.041	    -33.737	    121.556	     83.317	     81.400	
 2010/11/05	2986.890	3142.590	2986.890	3129.500	       10958263	   2958.650	   2755.192	   2740.959	   2849.230	           	      0.000	10958263.000	8948454.000	6968025.500	     53.496	    -16.290	    139.572	     87.089	     84.340	
 2010/11/12	3140.400	3186.720	2975.160	2985.440	       11492484	   3008.000	   2784.327	   2738.541	   2833.987	           	      0.000	11492484.000	10937267.000	7453581.000	     62.120	     -0.608	    125.457	     83.052	     84.486	
 2010/11/19	2984.870	3016.130	2806.640	2888.570	        8162120	   2991.475	   2803.269	   2733.504	   2820.979	           	      0.000	8162119.500	10279731.000	7594829.000	     60.442	     11.602	     97.680	     74.122	     81.421	
 2010/11/26	2861.610	2904.970	2791.580	2871.700	        7020656	   2970.800	   2823.346	   2725.084	   2810.916	           	      0.000	7020656.000	9461120.000	7678733.000	     57.093	     20.700	     72.785	     65.001	     74.057	
 2010/12/03	2861.150	2881.160	2758.920	2842.430	        5849329	   2943.525	   2837.731	   2716.173	   2798.713	           	      0.000	5849329.500	8696576.000	8112230.500	     51.483	     26.857	     49.253	     54.552	     64.559	
 2010/12/10	2850.380	2884.530	2792.520	2841.040	        5014883	   2885.850	   2851.414	   2707.669	   2787.213	           	      0.000	5014883.000	7507891.000	8228173.000	     46.391	     30.764	     31.254	     43.282	     54.279	
 2010/12/17	2850.320	2939.050	2847.660	2893.740	        5740729	   2867.500	   2874.115	   2705.029	   2776.958	           	      0.000	5740729.000	6357529.500	8647398.000	     46.076	     33.826	     24.500	     37.523	     45.120	
 2010/12/24	2901.470	2917.200	2804.560	2835.160	        5675134	   2856.825	   2892.846	   2703.985	   2766.449	           	      0.000	5675134.000	5860147.000	8069939.000	     40.631	     35.187	     10.888	     31.158	     37.320	
 2010/12/31	2842.810	2876.810	2721.480	2808.080	        4636680	   2844.100	   2904.577	   2707.507	   2756.085	           	      0.000	4636680.000	5383347.000	7422233.500	     33.742	     34.898	     -2.311	     26.431	     31.704	
 2011/01/07	2825.330	2868.000	2807.870	2838.800	        4618384	   2843.375	   2912.269	   2711.688	   2748.280	           	      0.000	4618384.000	5137177.500	6916877.000	     30.411	     34.001	     -7.179	     24.945	     27.512	
 2011/01/14	2832.620	2847.360	2770.340	2791.340	        4486954	   2833.425	   2898.442	   2717.802	   2741.300	           	      0.000	4486954.000	5031577.500	6269734.500	     23.668	     31.934	    -16.532	     24.265	     25.214	
 2011/01/21	2772.450	2780.940	2667.290	2715.290	        4749674	   2797.725	   2878.452	   2719.548	   2735.293	           	      0.000	4749674.000	4833382.500	5595456.000	     12.050	     27.957	    -31.816	     22.444	     23.884	
 2011/01/28	2716.520	2759.440	2661.450	2752.750	        4530197	   2781.250	   2861.067	   2725.408	   2730.478	           	      0.000	4530197.000	4604390.500	5232269.000	      5.797	     23.525	    -35.456	     24.600	     23.770	
 2011/02/01	2751.530	2805.050	2748.540	2798.960	        1770529	   2779.425	   2835.644	   2732.143	   2725.659	           	      0.000	1770529.000	4031155.250	4707251.000	      4.519	     19.724	    -30.410	     31.373	     26.139	
 2011/02/11	2778.700	2835.410	2760.180	2827.330	        3193394	   2777.125	   2823.471	   2741.379	   2723.801	           	      0.000	3193394.000	3746150.500	4441664.000	      5.729	     16.925	    -22.392	     40.162	     32.046	
 2011/02/18	2828.570	2939.280	2828.570	2899.790	        7440394	   2798.825	   2824.346	   2751.588	   2719.233	           	      0.000	7440394.000	4336845.000	4684211.000	     12.392	     16.018	     -7.253	     53.765	     41.767	
 2011/02/25	2886.540	2944.410	2839.200	2878.560	        6506657	   2831.475	   2824.865	   2766.166	   2713.576	           	      0.000	6506657.500	4688230.500	4760806.500	     15.778	     15.970	     -0.385	     62.907	     52.279	
 2011/03/04	2880.170	2944.460	2861.820	2942.310	        7141940	   2869.400	   2832.558	   2780.029	   2708.916	           	      0.000	7141940.000	5210573.000	4907481.500	     23.336	     17.443	     11.785	     74.276	     63.648	
