                  上证指数 (000001)

      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	
 1990/12/21	  96.050	 109.130	  95.790	 109.130	             13	           	           	           	           	           	      0.000	     13.000	           	           	      0.000	      0.000	      0.000	    100.000	           	
 1990/12/28	 113.570	 126.450	 109.130	 126.450	              2	           	           	           	           	           	      0.000	      2.000	           	           	      1.382	      0.276	      2.211	    100.000	           	
 1991/01/04	 126.560	 131.440	 126.480	 131.440	              5	           	           	           	           	           	      0.000	      5.000	           	           	      2.846	      0.790	      4.112	    100.000	    100.000	
 1991/01/11	 131.990	 134.610	 131.450	 134.600	            319	           	           	           	           	           	      0.000	    319.000	           	           	      4.214	      1.475	      5.477	     99.994	     99.998	
 1991/01/18	 134.110	 135.190	 133.650	 134.240	            180	    127.172	           	           	           	           	      0.000	    180.000	    103.800	           	      5.208	      2.222	      5.973	     99.391	     99.795	
 1991/01/25	 133.700	 134.240	 132.030	 132.050	             85	    131.756	           	           	           	           	      0.000	     85.000	    118.200	           	      5.753	      2.928	      5.651	     97.400	     98.928	
 1991/02/01	 131.460	 131.550	 129.450	 129.510	             77	    132.368	           	           	           	           	      0.000	     77.000	    133.200	           	      5.912	      3.525	      4.775	     93.948	     96.913	
 1991/02/08	 129.050	 130.390	 128.060	 130.380	            189	    132.156	           	           	           	           	      0.000	    189.000	    170.000	           	      6.039	      4.028	      4.022	     91.546	     94.298	
 1991/02/14	 130.920	 132.530	 130.390	 132.530	            177	    131.742	           	           	           	           	      0.000	    177.000	    141.600	           	      6.241	      4.470	      3.541	     91.371	     92.289	
 1991/02/22	 133.120	 134.870	 133.080	 134.870	             91	    131.868	           	           	           	           	      0.000	     91.000	    123.800	    113.800	      6.514	      4.879	      3.270	     93.178	     92.032	
 1991/03/01	 134.370	 134.870	 132.470	 132.530	            113	    131.964	           	           	           	           	      0.000	    113.000	    129.400	    123.800	      6.468	      5.197	      2.542	     87.700	     90.750	
 1991/03/08	 132.090	 132.090	 129.840	 129.890	             55	    132.040	           	           	           	           	      0.000	     55.000	    125.000	    129.100	      6.147	      5.387	      1.520	     70.822	     83.900	
 1991/03/15	 129.300	 129.890	 125.080	 125.170	             28	    130.998	    129.445	           	           	           	      0.000	     28.000	     92.800	    131.400	      5.449	      5.399	      0.100	     49.120	     69.214	
 1991/03/22	 124.700	 125.170	 122.620	 122.620	             29	    129.016	    130.483	           	           	           	      0.000	     29.000	     63.200	    102.400	      4.637	      5.247	     -1.220	     31.414	     50.452	
 1991/03/29	 122.120	 122.620	 120.110	 120.190	             51	    126.080	    130.002	           	           	           	      0.000	     51.000	     55.200	     89.500	      3.754	      4.948	     -2.389	     19.270	     33.268	
 1991/04/05	 120.690	 122.200	 119.680	 121.540	            367	    123.882	    129.240	           	           	           	      0.000	    367.000	    106.000	    117.700	      3.127	      4.584	     -2.914	     14.477	     21.720	
 1991/04/12	 121.110	 121.110	 119.150	 119.210	             30	    121.746	    128.056	           	           	           	      0.000	     30.000	    101.000	    113.000	      2.414	      4.150	     -3.472	      9.755	     14.501	
 1991/04/19	 118.730	 119.220	 117.050	 117.080	             13	    120.128	    126.736	           	           	           	      0.000	     13.000	     98.000	     95.400	      1.658	      3.652	     -3.987	      6.178	     10.137	
 1991/04/26	 116.630	 117.080	 114.520	 115.560	            154	    118.716	    125.468	           	           	           	      0.000	    154.000	    123.000	     93.100	      0.926	      3.106	     -4.361	      5.017	      6.984	
 1991/05/03	 114.860	 116.290	 112.300	 112.410	            188	    117.160	    124.152	           	           	           	      0.000	    188.000	    150.400	    102.800	      0.090	      2.503	     -4.826	      3.611	      4.935	
 1991/05/10	 111.650	 112.410	 108.530	 108.530	             73	    114.558	    122.472	           	           	           	      0.000	     73.000	     91.600	     98.800	     -0.875	      1.828	     -5.405	      2.357	      3.662	
 1991/05/17	 107.880	 107.880	 104.960	 106.750	            239	    112.066	    120.488	           	           	           	      0.000	    239.000	    133.400	    117.200	     -1.763	      1.110	     -5.745	      3.669	      3.212	
 1991/05/24	 107.760	 110.080	 106.710	 110.080	            267	    110.666	    118.582	           	           	           	      0.000	    267.000	    184.200	    141.100	     -2.173	      0.453	     -5.252	     10.327	      5.451	
 1991/05/31	 111.050	 114.830	 109.470	 114.830	            122	    110.520	    117.220	           	           	           	      0.000	    122.000	    177.800	    150.400	     -2.091	     -0.056	     -4.070	     23.723	     12.573	
 1991/06/07	 115.900	 120.470	 114.890	 120.470	             51	    112.132	    116.495	           	           	           	      0.000	     51.000	    150.400	    150.400	     -1.553	     -0.355	     -2.395	     45.150	     26.400	
 1991/06/14	 121.650	 126.340	 120.470	 124.530	            296	    115.332	    116.446	           	           	           	      0.000	    296.000	    195.000	    143.300	     -0.789	     -0.442	     -0.695	     62.103	     43.659	
 1991/06/21	 125.630	 130.860	 123.540	 130.860	            261	    120.154	    117.080	           	           	           	      0.000	    261.000	    199.400	    166.400	      0.323	     -0.289	      1.223	     75.816	     61.023	
 1991/06/28	 132.100	 137.560	 131.800	 137.560	            162	    125.650	    118.416	           	           	           	      0.000	    162.000	    178.400	    181.300	      1.725	      0.114	      3.222	     85.290	     74.403	
 1991/07/05	 136.640	 138.620	 134.190	 135.960	            562	    129.876	    119.525	           	           	           	      0.000	    562.000	    266.400	    222.100	      2.676	      0.626	      4.099	     89.360	     83.488	
 1991/07/12	 135.260	 136.570	 132.420	 132.800	            283	    132.342	    120.571	           	           	           	      0.000	    283.000	    312.800	    231.600	      3.138	      1.128	      4.020	     88.715	     87.788	
 1991/07/19	 133.900	 138.540	 131.870	 136.700	            268	    134.776	    122.080	           	           	           	      0.000	    268.000	    307.200	    251.100	      3.776	      1.658	      4.236	     89.871	     89.315	
 1991/07/26	 138.070	 141.460	 136.700	 140.660	            333	    136.736	    124.011	           	           	           	      0.000	    333.000	    321.600	    260.500	      4.549	      2.236	      4.625	     92.067	     90.218	
 1991/08/02	 141.220	 146.680	 140.810	 146.680	            307	    138.560	    126.647	           	           	           	      0.000	    307.000	    350.600	    264.500	      5.582	      2.905	      5.354	     94.599	     92.179	
 1991/08/09	 148.060	 154.100	 146.680	 154.100	            138	    142.188	    130.152	    126.821	           	           	      0.000	    138.000	    265.800	    266.100	      6.920	      3.708	      6.424	     96.582	     94.416	
 1991/08/16	 155.340	 161.600	 154.100	 161.600	            317	    147.948	    134.372	    128.364	           	           	      0.000	    317.000	    272.600	    292.700	      8.488	      4.664	      7.648	     97.933	     96.371	
 1991/08/23	 163.210	 169.810	 161.600	 169.810	             66	    154.570	    138.966	    129.639	           	           	      0.000	     66.000	    232.200	    269.700	     10.275	      5.786	      8.977	     98.787	     97.767	
 1991/08/30	 171.510	 178.430	 169.810	 178.430	            114	    162.124	    143.858	    131.021	           	           	      0.000	    114.000	    188.400	    255.000	     12.245	      7.078	     10.334	     99.304	     98.675	
 1991/09/06	 180.080	 187.360	 178.430	 187.360	             76	    170.260	    149.004	    132.573	           	           	      0.000	     76.000	    142.200	    246.400	     14.362	      8.535	     11.653	     99.607	     99.233	
 1991/09/13	 189.100	 190.980	 185.010	 187.790	           1152	    176.998	    153.870	    134.148	           	           	      0.000	   1152.000	    345.000	    305.400	     15.890	     10.006	     11.769	     98.432	     99.114	
 1991/09/20	 189.550	 191.180	 185.660	 185.920	            899	    181.862	    158.105	    135.733	           	           	      0.000	    899.000	    461.400	    367.000	     16.758	     11.356	     10.803	     96.116	     98.052	
 1991/09/27	 185.000	 185.920	 181.190	 181.820	            469	    184.264	    161.510	    137.271	           	           	      0.000	    469.000	    542.000	    387.100	     16.920	     12.469	      8.901	     91.863	     95.470	
 1991/10/04	 180.280	 184.290	 179.800	 184.290	            515	    185.436	    165.228	    138.857	           	           	      0.000	    515.000	    622.200	    405.300	     17.051	     13.385	      7.330	     88.963	     92.314	
 1991/10/11	 185.950	 192.880	 185.410	 192.850	            734	    186.534	    169.847	    140.631	           	           	      0.000	    734.000	    753.800	    448.000	     17.642	     14.237	      6.810	     90.978	     90.601	
 1991/10/18	 194.060	 202.510	 192.320	 202.510	            508	    189.478	    174.909	    142.620	           	           	      0.000	    508.000	    625.000	    485.000	     18.674	     15.124	      7.100	     93.737	     91.226	
 1991/10/25	 204.530	 211.970	 202.510	 211.860	            601	    194.666	    180.386	    144.954	           	           	      0.000	    601.000	    565.400	    513.400	     20.016	     16.103	      7.828	     95.927	     93.548	
 1991/11/01	 213.500	 220.720	 211.860	 220.720	            179	    202.446	    186.082	    147.625	           	           	      0.000	    179.000	    507.400	    524.700	     21.547	     17.191	      8.710	     97.493	     95.719	
 1991/11/08	 222.770	 231.220	 220.790	 231.220	            292	    211.832	    192.014	    150.744	           	           	      0.000	    292.000	    462.800	    542.500	     23.338	     18.421	      9.834	     98.511	     97.311	
 1991/11/15	 233.480	 238.250	 231.220	 238.250	             67	    220.912	    197.910	    154.145	           	           	      0.000	     67.000	    329.400	    541.600	     25.036	     19.744	     10.584	     99.138	     98.381	
 1991/11/22	 240.040	 248.530	 238.250	 248.530	            106	    230.116	    203.965	    157.920	           	           	      0.000	    106.000	    249.000	    437.000	     26.901	     21.175	     11.451	     99.510	     99.053	
 1991/11/29	 250.840	 259.850	 248.530	 259.600	            429	    239.664	    210.209	    161.980	           	           	      0.000	    429.000	    214.600	    390.000	     28.938	     22.728	     12.421	     99.648	     99.432	
 1991/12/06	 261.780	 269.350	 259.670	 269.350	            245	    249.390	    216.516	    166.396	           	           	      0.000	    245.000	    227.800	    367.600	     30.983	     24.379	     13.208	     99.770	     99.643	
 1991/12/13	 270.270	 277.000	 269.350	 277.000	             49	    258.546	    223.378	    171.100	           	           	      0.000	     49.000	    179.200	    321.000	     32.842	     26.071	     13.541	     99.858	     99.759	
 1991/12/20	 277.530	 282.830	 277.000	 282.830	             69	    267.462	    230.833	    176.019	           	           	      0.000	     69.000	    179.600	    254.500	     34.389	     27.735	     13.309	     99.916	     99.848	
 1991/12/27	 285.650	 290.850	 282.830	 290.850	             45	    275.926	    239.220	    181.268	           	           	      0.000	     45.000	    167.400	    208.200	     35.849	     29.358	     12.983	     99.951	     99.908	
 1992/01/03	 291.710	 296.520	 290.850	 296.520	             39	    283.310	    247.853	    186.797	           	           	      0.000	     39.000	     89.400	    152.000	     37.037	     30.894	     12.287	     99.972	     99.946	
 1992/01/10	 297.680	 301.830	 296.520	 301.830	             73	    289.806	    256.236	    192.534	           	           	      0.000	     73.000	     55.000	    141.400	     37.969	     32.309	     11.321	     99.984	     99.969	
 1992/01/17	 302.830	 307.380	 302.000	 307.380	             20	    295.882	    264.303	    198.337	           	           	      0.000	     20.000	     49.200	    114.200	     38.710	     33.589	     10.241	     99.991	     99.983	
 1992/01/24	 307.380	 309.050	 307.380	 309.050	             23	    301.126	    271.779	    204.050	           	           	      0.000	     23.000	     40.000	    109.800	     38.982	     34.667	      8.628	     99.995	     99.990	
 1992/01/31	 311.600	 313.240	 309.050	 313.240	             21	    305.604	    278.896	    209.719	           	           	      0.000	     21.000	     35.200	    101.300	     39.085	     35.551	      7.068	     99.997	     99.995	
 1992/02/07	 314.180	 314.720	 313.240	 314.720	              6	    309.244	    285.319	    215.313	           	           	      0.000	      6.000	     28.600	     59.000	     38.838	     36.208	      5.260	     99.999	     99.997	
 1992/02/14	 315.550	 319.680	 314.720	 319.680	             21	    312.814	    291.583	    220.867	           	           	      0.000	     21.000	     18.200	     36.600	     38.598	     36.686	      3.824	     99.999	     99.998	
 1992/02/21	 319.770	 359.930	 319.680	 359.590	            449	    323.256	    300.126	    227.397	           	           	      0.000	    449.000	    104.000	     76.600	     41.154	     37.580	      7.148	     99.889	     99.962	
 1992/02/28	 361.110	 364.670	 357.070	 364.660	            599	    334.378	    308.208	    234.124	           	           	      0.000	    599.000	    219.200	    129.600	     43.092	     38.682	      8.819	     99.886	     99.925	
 1992/03/06	 365.150	 371.760	 364.660	 371.760	            254	    346.082	    316.085	    241.152	           	           	      0.000	    254.000	    265.800	    150.500	     44.685	     39.883	      9.605	     99.914	     99.896	
 1992/03/13	 372.260	 377.570	 371.880	 376.380	            427	    358.414	    323.730	    248.201	           	           	      0.000	    427.000	    350.000	    189.300	     45.793	     41.065	      9.456	     99.549	     99.783	
 1992/03/20	 377.000	 378.320	 376.210	 377.990	            241	    370.076	    331.050	    255.181	           	           	      0.000	    241.000	    394.000	    206.100	     46.268	     42.106	      8.324	     99.454	     99.639	
 1992/03/27	 378.610	 380.790	 377.450	 380.770	            383	    374.312	    337.967	    262.066	           	           	      0.000	    383.000	    380.800	    242.400	     46.334	     42.951	      6.766	     99.560	     99.521	
 1992/04/03	 381.540	 382.060	 380.760	 381.330	            372	    377.646	    344.491	    268.750	           	           	      0.000	    372.000	    335.400	    277.300	     45.903	     43.542	      4.722	     99.431	     99.481	
 1992/04/10	 381.970	 382.880	 381.200	 382.030	            277	    379.700	    350.660	    275.233	           	           	      0.000	    277.000	    340.000	    302.900	     45.097	     43.853	      2.489	     99.229	     99.407	
 1992/04/17	 387.270	 414.420	 382.030	 414.420	            952	    387.308	    358.894	    282.427	           	           	      0.000	    952.000	    445.000	    397.500	     46.536	     44.389	      4.294	     99.372	     99.344	
 1992/04/24	 417.190	 421.550	 394.600	 414.400	           2012	    394.590	    366.998	    289.368	           	           	      0.000	   2012.000	    799.200	    596.600	     47.132	     44.938	      4.388	     96.792	     98.464	
 1992/04/30	 422.450	 448.940	 413.470	 445.380	           1780	    407.512	    377.162	    296.956	           	           	      0.000	   1780.000	   1078.600	    729.700	     49.533	     45.857	      7.351	     95.893	     97.352	
 1992/05/08	 454.860	 468.420	 439.960	 468.110	           2302	    424.868	    388.962	    305.201	           	           	      0.000	   2302.000	   1464.600	    900.000	     52.662	     47.218	     10.889	     96.615	     96.433	
 1992/05/15	 483.290	 544.560	 468.110	 544.350	           1941	    457.332	    406.244	    315.743	           	           	      0.000	   1941.000	   1797.400	   1068.700	     60.596	     49.893	     21.405	     97.610	     96.706	
 1992/05/22	 560.090	1349.710	 544.350	1339.990	           3265	    642.446	    481.659	    349.807	           	           	      0.000	   3265.000	   2260.000	   1352.500	    129.591	     65.833	    127.516	     98.207	     97.477	
 1992/05/29	1411.980	1429.010	 823.360	1234.710	           3214	    806.508	    548.586	    380.702	           	           	      0.000	   3214.000	   2500.400	   1649.800	    173.772	     87.421	    172.702	     94.170	     96.662	
 1992/06/05	1175.690	1249.580	1033.470	1105.760	           2014	    938.584	    605.048	    407.552	           	           	      0.000	   2014.000	   2547.200	   1812.900	    196.120	    109.161	    173.918	     86.906	     93.094	
 1992/06/12	1092.070	1206.510	1079.650	1171.710	           2045	   1079.304	    666.227	    436.058	           	           	      0.000	   2045.000	   2495.800	   1980.200	    216.655	    130.659	    171.990	     82.220	     87.765	
 1992/06/19	1174.410	1186.590	1152.690	1171.940	           1617	   1204.822	    727.300	    464.296	           	           	      0.000	   1617.000	   2431.000	   2114.200	    230.292	    150.586	    159.413	     79.280	     82.802	
 1992/06/26	1173.680	1207.820	1144.460	1164.670	           1130	   1169.758	    787.600	    492.059	           	           	      0.000	   1130.000	   2004.000	   2132.000	    237.773	    168.023	    139.499	     77.218	     79.573	
 1992/07/03	1168.890	1215.130	1156.680	1189.160	           2925	   1160.648	    849.741	    520.234	           	           	      0.000	   2925.000	   1946.200	   2223.300	    242.878	    182.994	    119.767	     76.335	     77.611	
 1992/07/10	1197.760	1215.240	1166.450	1188.620	           3118	   1177.220	    911.786	    548.186	           	           	      0.000	   3118.000	   2167.000	   2357.100	    244.066	    195.209	     97.716	     75.776	     76.443	
 1992/07/17	1156.830	1214.830	1100.160	1125.560	           2537	   1167.990	    966.489	    573.981	           	           	      0.000	   2537.000	   2265.400	   2380.600	    237.186	    203.604	     67.164	     73.117	     75.076	
 1992/07/24	1100.600	1178.900	 961.610	1142.020	           2489	   1162.006	   1022.460	    599.934	           	           	      0.000	   2489.000	   2439.800	   2435.400	    230.405	    208.964	     42.882	     67.327	     72.074	
 1992/07/31	1169.420	1178.810	1032.540	1052.070	           3929	   1139.486	   1069.129	    622.955	           	           	      0.000	   3929.000	   2999.600	   2501.800	    215.292	    210.230	     10.124	     56.901	     65.782	
 1992/08/07	1034.700	1060.360	 983.220	1005.230	           3243	   1102.700	   1110.445	    644.374	           	           	      0.000	   3243.000	   3063.200	   2504.700	    197.260	    207.636	    -20.751	     44.369	     56.199	
 1992/08/14	 992.730	1006.640	 627.360	 858.380	           5533	   1036.652	   1134.602	    661.302	           	           	      0.000	   5533.000	   3546.200	   2856.600	    169.171	    199.943	    -61.544	     39.968	     47.079	
 1992/08/21	 898.660	 999.690	 858.380	 916.250	           6686	    994.790	   1102.006	    679.696	           	           	      0.000	   6686.000	   4376.000	   3320.700	    149.852	    189.925	    -80.146	     41.161	     41.832	
 1992/08/28	 888.950	 920.850	 825.010	 848.200	           4390	    936.026	   1072.275	    695.922	           	           	      0.000	   4390.000	   4756.200	   3598.000	    127.580	    177.456	    -99.752	     40.560	     40.563	
 1992/09/04	 833.500	 848.400	 742.740	 753.580	           4891	    876.328	   1045.184	    709.209	           	           	      0.000	   4891.000	   4948.600	   3974.100	    101.128	    162.190	   -122.124	     35.638	     39.119	
 1992/09/11	 745.690	 789.180	 595.420	 776.290	           5299	    830.540	   1014.767	    723.000	           	           	      0.000	   5299.000	   5359.800	   4211.500	     81.063	    145.965	   -129.803	     32.798	     36.332	
 1992/09/18	 762.820	 793.360	 694.320	 754.400	           5562	    809.744	    982.648	    736.099	           	           	      0.000	   5562.000	   5365.600	   4455.900	     62.673	    129.306	   -133.267	     30.700	     33.045	
 1992/09/25	 740.970	 760.130	 708.500	 729.790	           3709	    772.452	    949.196	    748.350	           	           	      0.000	   3709.000	   4770.200	   4573.100	     45.587	    112.562	   -133.951	     28.259	     30.585	
 1992/09/30	 724.450	 729.790	 698.910	 702.320	           1970	    743.276	    911.747	    759.750	           	           	      0.000	   1970.000	   4286.200	   4521.200	     29.490	     95.948	   -132.917	     26.332	     28.430	
 1992/10/09	 676.470	 702.320	 640.220	 660.290	           3979	    724.618	    871.106	    769.768	           	           	      0.000	   3979.000	   4103.800	   4526.200	     13.189	     79.396	   -132.414	     23.211	     25.934	
 1992/10/16	 687.450	 713.770	 648.840	 664.750	           4729	    702.310	    835.659	    778.743	           	           	      0.000	   4729.000	   3989.800	   4674.800	      0.623	     63.641	   -126.037	     20.915	     23.486	
 1992/10/23	 643.800	 667.460	 524.070	 559.730	           5211	    663.377	    790.868	    784.481	           	           	      0.000	   5211.000	   3919.600	   4642.600	    -17.607	     47.392	   -129.997	     17.359	     20.495	
 1992/10/30	 539.500	 561.500	 447.930	 507.250	           6537	    618.869	    748.959	    788.466	           	           	      0.000	   6537.000	   4485.200	   4627.700	    -35.875	     30.739	   -133.227	     15.834	     18.036	
 1992/11/06	 471.180	 508.810	 455.730	 457.050	           5493	    569.814	    706.791	    790.838	           	           	      0.000	   5493.000	   5189.800	   4738.000	    -53.783	     13.834	   -135.235	     12.154	     15.116	
 1992/11/13	 439.810	 459.040	 388.320	 414.090	           5629	    520.573	    672.615	    791.900	           	           	      0.000	   5629.000	   5519.800	   4811.800	    -70.628	     -3.058	   -135.140	      9.786	     12.591	
 1992/11/20	 402.020	 415.640	 386.850	 401.440	           5023	    467.912	    633.014	    792.508	           	           	      0.000	   5023.000	   5578.600	   4784.200	    -84.030	    -19.253	   -129.555	      7.725	      9.888	
 1992/11/27	 404.050	 752.320	 401.820	 637.670	          12657	    483.500	    616.819	    800.047	           	           	      0.000	  12657.000	   7067.800	   5493.700	    -74.728	    -30.348	    -88.761	     22.436	     13.315	
 1992/12/04	 682.080	 841.020	 637.670	 807.020	          13741	    543.454	    620.930	    812.547	           	           	      0.000	  13741.000	   8508.600	   6496.900	    -53.079	    -34.894	    -36.370	     43.633	     24.598	
 1992/12/11	 765.870	 811.570	 592.780	 722.280	          14953	    596.500	    616.775	    821.602	           	           	      0.000	  14953.000	  10400.600	   7795.200	    -42.273	    -36.370	    -11.806	     56.488	     40.852	
 1992/12/18	 741.060	 748.190	 663.170	 698.130	           6702	    653.309	    612.447	    829.947	           	           	      0.000	   6702.000	  10615.200	   8067.500	    -35.251	    -36.146	      1.790	     62.714	     54.278	
 1992/12/25	 709.870	 781.360	 697.700	 764.280	          10017	    725.876	    615.100	    839.326	           	           	      0.000	  10017.000	  11614.000	   8596.300	    -24.071	    -33.731	     19.321	     69.368	     62.857	
 1992/12/31	 764.430	 784.030	 754.540	 780.390	           5901	    754.420	    621.105	    848.511	           	           	      0.000	   5901.000	  10262.800	   8665.300	    -13.752	    -29.735	     31.966	     75.352	     69.145	
 1993/01/08	 784.130	 893.860	 777.160	 889.470	          15684	    770.909	    638.734	    858.661	           	           	      0.000	  15684.000	  10651.400	   9580.000	      3.191	    -23.150	     52.682	     82.794	     75.838	
 1993/01/15	 913.440	1099.830	 901.470	1063.760	          27631	    839.206	    669.428	    850.537	           	           	      0.000	  27631.000	  13187.000	  11793.800	     30.332	    -12.453	     85.571	     87.691	     81.945	
 1993/01/22	1067.980	1109.590	 984.740	1100.310	          15566	    919.641	    711.010	    846.584	           	           	      0.000	  15566.000	  14959.800	  12787.500	     54.167	      0.871	    106.592	     91.665	     87.383	
 1993/01/29	1126.370	1198.480	1113.570	1198.480	          14527	   1006.482	    764.182	    849.311	           	           	      0.000	  14527.000	  15861.800	  13737.900	     80.055	     16.707	    126.694	     94.742	     91.366	
 1993/02/05	1242.350	1404.640	1222.180	1332.960	          30667	   1116.996	    831.560	    854.054	           	           	      0.000	  30667.000	  20815.000	  15538.900	    110.153	     35.396	    149.512	     94.618	     93.675	
 1993/02/12	1339.590	1528.510	1334.190	1458.760	          37612	   1230.855	    911.919	    862.490	           	           	      0.000	  37612.000	  25200.600	  17926.000	    142.514	     56.820	    171.387	     93.918	     94.426	
 1993/02/19	1544.100	1558.950	1441.070	1499.740	          25309	   1318.050	    996.404	    872.345	           	           	      0.000	  25309.000	  24736.199	  18961.600	    169.513	     79.358	    180.308	     93.545	     94.027	
 1993/02/26	1487.840	1527.130	1196.470	1339.880	          29159	   1365.964	   1050.420	    876.778	           	           	      0.000	  29159.000	  27454.801	  21207.301	    175.981	     98.683	    154.597	     88.257	     91.906	
 1993/03/05	1328.220	1339.100	1026.180	1109.540	          17821	   1348.177	   1073.691	    874.452	           	           	      0.000	  17821.000	  28113.600	  21987.699	    160.670	    111.080	     99.178	     75.499	     85.767	
 1993/03/12	1133.520	1325.490	1089.360	1236.370	          23028	   1328.858	   1113.236	    877.711	           	           	      0.000	  23028.000	  26585.801	  23700.400	    156.960	    120.256	     73.407	     66.169	     76.642	
 1993/03/19	1226.660	1241.040	1155.100	1174.990	          11058	   1272.104	   1149.918	    878.681	           	           	      0.000	  11058.000	  21275.000	  23237.801	    147.368	    125.678	     43.379	     55.578	     65.749	
 1993/03/26	1148.290	1179.050	 913.740	1039.760	          16793	   1180.108	   1171.109	    878.318	           	           	      0.000	  16793.000	  19571.801	  22154.000	    127.386	    126.020	      2.732	     43.918	     55.222	
 1993/04/02	1008.400	1047.880	 915.590	 944.010	          10739	   1100.934	   1183.695	    876.518	           	           	      0.000	  10739.000	  15887.800	  21671.301	    102.641	    121.344	    -37.407	     31.197	     43.564	
 1993/04/09	 945.580	1340.910	 924.490	1243.020	          38517	   1127.630	   1210.891	    887.831	           	           	      0.000	  38517.000	  20027.000	  24070.301	    105.936	    118.262	    -24.653	     32.976	     36.030	
 1993/04/16	1254.620	1341.190	1195.570	1214.750	          34365	   1123.306	   1222.505	    896.610	           	           	      0.000	  34365.000	  22294.400	  24440.100	    105.056	    115.621	    -21.131	     36.840	     33.671	
 1993/04/23	1203.850	1295.760	1185.760	1260.250	          21103	   1140.358	   1234.809	    908.729	           	           	      0.000	  21103.000	  24303.400	  22789.199	    106.798	    113.857	    -14.116	     42.719	     37.511	
 1993/04/30	1298.920	1392.620	1282.540	1358.780	          32757	   1204.162	   1247.139	    926.529	           	           	      0.000	  32757.000	  27496.199	  23534.000	    114.807	    114.047	      1.520	     56.742	     45.434	
 1993/05/07	1365.150	1380.500	1151.490	1199.810	          26658	   1255.322	   1236.897	    938.986	           	           	      0.000	  26658.000	  30680.000	  23283.900	    107.091	    112.656	    -11.128	     60.997	     53.486	
 1993/05/14	1216.720	1221.980	1107.660	1167.470	          13376	   1240.212	   1214.490	    951.135	           	           	      0.000	  13376.000	  25651.801	  22839.400	     97.246	    109.574	    -24.655	     60.057	     59.265	
 1993/05/21	1162.070	1178.540	1097.610	1143.970	           9043	   1226.055	   1187.123	    963.317	           	           	      0.000	   9043.000	  20587.400	  21440.900	     86.550	    104.969	    -36.838	     56.827	     59.294	
 1993/05/28	1136.290	1143.970	 942.210	 972.770	          13618	   1168.560	   1158.884	    971.271	           	           	      0.000	  13618.000	  19090.400	  21696.900	     63.526	     96.680	    -66.308	     44.810	     53.898	
 1993/06/04	 975.050	1177.910	 859.480	1004.300	          32212	   1097.663	   1150.788	    981.389	           	           	      0.000	  32212.000	  18981.400	  23238.801	     47.279	     86.800	    -79.042	     37.394	     46.344	
 1993/06/11	1006.260	1101.690	 982.030	1047.000	          25190	   1067.102	   1136.221	    992.632	           	           	      0.000	  25190.000	  18687.801	  24683.900	     37.417	     76.924	    -79.012	     34.984	     39.063	
 1993/06/18	1046.070	1046.070	 981.840	1005.980	          10886	   1034.805	   1123.221	   1005.757	           	           	      0.000	  10886.000	  18189.801	  21920.801	     25.992	     66.737	    -81.490	     32.506	     34.961	
 1993/06/25	1003.980	1041.220	 967.740	1006.640	           8359	   1007.339	   1120.673	   1020.445	           	           	      0.000	   8359.000	  18053.000	  19320.199	     16.797	     56.749	    -79.904	     30.660	     32.717	
 1993/07/02	1006.630	1043.050	 980.050	 986.980	          24043	   1010.180	   1123.978	   1036.031	           	           	      0.000	  24043.000	  20138.000	  19614.199	      7.834	     46.966	    -78.265	     28.652	     30.606	
 1993/07/09	 976.670	 980.920	 865.310	 868.570	          11416	    983.034	   1095.175	   1049.398	           	           	      0.000	  11416.000	  15978.800	  17480.100	     -8.724	     35.828	    -89.105	     21.613	     26.975	
 1993/07/16	 855.500	 870.050	 828.550	 846.870	          13955	    943.008	   1066.876	   1062.499	           	           	      0.000	  13955.000	  13731.800	  16209.800	    -23.328	     23.997	    -94.651	     15.759	     22.008	
 1993/07/23	 846.870	 849.040	 803.220	 813.540	          10447	    904.520	   1032.514	   1067.672	           	           	      0.000	  10447.000	  13644.000	  15916.900	    -37.164	     11.765	    -97.857	     11.044	     16.139	
 1993/07/30	 810.070	 901.120	 777.730	 881.070	          23146	    879.405	    995.767	   1069.849	           	           	      0.000	  23146.000	  16601.400	  17327.199	    -42.193	      0.973	    -86.332	     13.560	     13.455	
 1993/08/06	 885.310	 913.150	 823.000	 855.520	          30400	    853.114	    969.283	   1073.768	           	           	      0.000	  30400.000	  17872.801	  19005.400	    -47.690	     -8.759	    -77.861	     16.802	     13.802	
 1993/08/13	 866.650	 947.260	 861.190	 947.260	          53105	    868.852	    952.344	   1081.095	           	           	      0.000	  53105.000	  26210.600	  21094.699	    -44.135	    -15.835	    -56.601	     29.207	     19.856	
 1993/08/20	 969.900	1042.470	 937.990	 946.540	          45177	    888.786	    937.157	   1086.456	           	           	      0.000	  45177.000	  32455.000	  23093.400	    -40.905	    -20.849	    -40.112	     40.912	     28.974	
 1993/08/27	 933.720	 937.300	 873.130	 894.590	          17069	    904.995	    931.143	   1089.815	           	           	      0.000	  17069.000	  33779.398	  23711.699	    -42.052	    -25.089	    -33.925	     44.622	     38.247	
